"player","salary","season_end","season_start","team","team_name"
"Kobe Bryant",9000000,2000,1999,"LAL","Los Angeles Lakers"
"Glen Rice",7000000,2000,1999,"LAL","Los Angeles Lakers"
"Robert Horry",4800000,2000,1999,"LAL","Los Angeles Lakers"
"Rick Fox",3033000,2000,1999,"LAL","Los Angeles Lakers"
"Derek Fisher",3000000,2000,1999,"LAL","Los Angeles Lakers"
"Travis Knight",2800000,2000,1999,"LAL","Los Angeles Lakers"
"Ron Harper",2000000,2000,1999,"LAL","Los Angeles Lakers"
"A.C. Green",1700000,2000,1999,"LAL","Los Angeles Lakers"
"Tyronn Lue",809280,2000,1999,"LAL","Los Angeles Lakers"
"Devean George",790440,2000,1999,"LAL","Los Angeles Lakers"
"Sam Jacobson",721080,2000,1999,"LAL","Los Angeles Lakers"
"John Salley",510000,2000,1999,"LAL","Los Angeles Lakers"
"Byron Scott",510000,2000,1999,"LAL","Los Angeles Lakers"
"Brian Shaw",510000,2000,1999,"LAL","Los Angeles Lakers"
"Shea Seals",385000,2000,1999,"LAL","Los Angeles Lakers"
"John Celestand",301875,2000,1999,"LAL","Los Angeles Lakers"
"Andy Panko",5000,2000,1999,"LAL","Los Angeles Lakers"
"Shaquille O\'Neal",19285715,2001,2000,"LAL","Los Angeles Lakers"
"Kobe Bryant",10130000,2001,2000,"LAL","Los Angeles Lakers"
"Horace Grant",6500000,2001,2000,"LAL","Los Angeles Lakers"
"Robert Horry",4800000,2001,2000,"LAL","Los Angeles Lakers"
"Rick Fox",3400000,2001,2000,"LAL","Los Angeles Lakers"
"Derek Fisher",3380000,2001,2000,"LAL","Los Angeles Lakers"
"Brian Shaw",2250000,2001,2000,"LAL","Los Angeles Lakers"
"Ron Harper",2200000,2001,2000,"LAL","Los Angeles Lakers"
"Greg Foster",1760000,2001,2000,"LAL","Los Angeles Lakers"
"Chuck Person",1200000,2001,2000,"LAL","Los Angeles Lakers"
"Tyronn Lue",865800,2001,2000,"LAL","Los Angeles Lakers"
"Devean George",849720,2001,2000,"LAL","Los Angeles Lakers"
"Isaiah Rider",736000,2001,2000,"LAL","Los Angeles Lakers"
"Mark Madsen",707040,2001,2000,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",316969,2001,2000,"LAL","Los Angeles Lakers"
"Mike Penberthy",316969,2001,2000,"LAL","Los Angeles Lakers"
"Sam Jacobson",270000,2001,2000,"LAL","Los Angeles Lakers"
"Shaquille O\'Neal",21428572,2002,2001,"LAL","Los Angeles Lakers"
"Kobe Bryant",11250000,2002,2001,"LAL","Los Angeles Lakers"
"Robert Horry",5300000,2002,2001,"LAL","Los Angeles Lakers"
"Rick Fox",3791250,2002,2001,"LAL","Los Angeles Lakers"
"Lindsey Hunter",3425760,2002,2001,"LAL","Los Angeles Lakers"
"Derek Fisher",3000000,2002,2001,"LAL","Los Angeles Lakers"
"Samaki Walker",1400000,2002,2001,"LAL","Los Angeles Lakers"
"Mitch Richmond",1000000,2002,2001,"LAL","Los Angeles Lakers"
"Brian Shaw",963415,2002,2001,"LAL","Los Angeles Lakers"
"Devean George",834250,2002,2001,"LAL","Los Angeles Lakers"
"Mark Madsen",759960,2002,2001,"LAL","Los Angeles Lakers"
"Jelani McCoy",565850,2002,2001,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",465850,2002,2001,"LAL","Los Angeles Lakers"
"Joe Crispin",48705,2002,2001,"LAL","Los Angeles Lakers"
"Mike Penberthy",28405,2002,2001,"LAL","Los Angeles Lakers"
"Shaquille O\'Neal",23571429,2003,2002,"LAL","Los Angeles Lakers"
"Kobe Bryant",12375000,2003,2002,"LAL","Los Angeles Lakers"
"Robert Horry",5300000,2003,2002,"LAL","Los Angeles Lakers"
"Devean George",4546000,2003,2002,"LAL","Los Angeles Lakers"
"Rick Fox",4340231,2003,2002,"LAL","Los Angeles Lakers"
"Tracy Murray",3740000,2003,2002,"LAL","Los Angeles Lakers"
"Derek Fisher",3000000,2003,2002,"LAL","Los Angeles Lakers"
"Samaki Walker",1540000,2003,2002,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",1400000,2003,2002,"LAL","Los Angeles Lakers"
"Brian Shaw",1030000,2003,2002,"LAL","Los Angeles Lakers"
"Kareem Rush",1021080,2003,2002,"LAL","Los Angeles Lakers"
"Mark Madsen",813000,2003,2002,"LAL","Los Angeles Lakers"
"Jannero Pargo",349458,2003,2002,"LAL","Los Angeles Lakers"
"Soumaila Samake",124984,2003,2002,"LAL","Los Angeles Lakers"
"Shaquille O\'Neal",24749999,2004,2003,"LAL","Los Angeles Lakers"
"Kobe Bryant",13500000,2004,2003,"LAL","Los Angeles Lakers"
"Gary Payton",4917000,2004,2003,"LAL","Los Angeles Lakers"
"Rick Fox",4734797,2004,2003,"LAL","Los Angeles Lakers"
"Devean George",4546000,2004,2003,"LAL","Los Angeles Lakers"
"Derek Fisher",3000000,2004,2003,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",1540000,2004,2003,"LAL","Los Angeles Lakers"
"Karl Malone",1500000,2004,2003,"LAL","Los Angeles Lakers"
"Kareem Rush",1097640,2004,2003,"LAL","Los Angeles Lakers"
"Horace Grant",1070000,2004,2003,"LAL","Los Angeles Lakers"
"Bryon Russell",1070000,2004,2003,"LAL","Los Angeles Lakers"
"Brian Cook",903360,2004,2003,"LAL","Los Angeles Lakers"
"Jannero Pargo",563679,2004,2003,"LAL","Los Angeles Lakers"
"Jamal Sampson",563679,2004,2003,"LAL","Los Angeles Lakers"
"Luke Walton",366931,2004,2003,"LAL","Los Angeles Lakers"
"Kobe Bryant",14175000,2005,2004,"LAL","Los Angeles Lakers"
"Brian Grant",13233434,2005,2004,"LAL","Los Angeles Lakers"
"Lamar Odom",10548596,2005,2004,"LAL","Los Angeles Lakers"
"Vlade Divac",4903000,2005,2004,"LAL","Los Angeles Lakers"
"Devean George",4546000,2005,2004,"LAL","Los Angeles Lakers"
"Chucky Atkins",4200000,2005,2004,"LAL","Los Angeles Lakers"
"Chris Mihm",3371393,2005,2004,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",3000000,2005,2004,"LAL","Los Angeles Lakers"
"Caron Butler",1930680,2005,2004,"LAL","Los Angeles Lakers"
"Jumaine Jones",1687500,2005,2004,"LAL","Los Angeles Lakers"
"Brian Cook",971160,2005,2004,"LAL","Los Angeles Lakers"
"Sasha Vujacic",846840,2005,2004,"LAL","Los Angeles Lakers"
"Tierre Brown",720046,2005,2004,"LAL","Los Angeles Lakers"
"Luke Walton",620046,2005,2004,"LAL","Los Angeles Lakers"
"Tony Bobbitt",305403,2005,2004,"LAL","Los Angeles Lakers"
"Kobe Bryant",15946875,2006,2005,"LAL","Los Angeles Lakers"
"Brian Grant",14336220,2006,2005,"LAL","Los Angeles Lakers"
"Lamar Odom",11465333,2006,2005,"LAL","Los Angeles Lakers"
"Kwame Brown",7500000,2006,2005,"LAL","Los Angeles Lakers"
"Devean George",5000600,2006,2005,"LAL","Los Angeles Lakers"
"Chris Mihm",3792817,2006,2005,"LAL","Los Angeles Lakers"
"Stanislav Medvedenko",3000000,2006,2005,"LAL","Los Angeles Lakers"
"Aaron McKie",2500000,2006,2005,"LAL","Los Angeles Lakers"
"Vlade Divac",2000000,2006,2005,"LAL","Los Angeles Lakers"
"Andrew Bynum",1888680,2006,2005,"LAL","Los Angeles Lakers"
"Luke Walton",1250000,2006,2005,"LAL","Los Angeles Lakers"
"Brian Cook",1038960,2006,2005,"LAL","Los Angeles Lakers"
"Sasha Vujacic",910440,2006,2005,"LAL","Los Angeles Lakers"
"Smush Parker",745248,2006,2005,"LAL","Los Angeles Lakers"
"Laron Profit",745248,2006,2005,"LAL","Los Angeles Lakers"
"Devin Green",398762,2006,2005,"LAL","Los Angeles Lakers"
"Von Wafer",398762,2006,2005,"LAL","Los Angeles Lakers"
"Kobe Bryant",17718750,2007,2006,"LAL","Los Angeles Lakers"
"Brian Grant",14848080,2007,2006,"LAL","Los Angeles Lakers"
"Lamar Odom",12348596,2007,2006,"LAL","Los Angeles Lakers"
"Kwame Brown",8287500,2007,2006,"LAL","Los Angeles Lakers"
"Vladimir Radmanovic",5215000,2007,2006,"LAL","Los Angeles Lakers"
"Chris Mihm",4214241,2007,2006,"LAL","Los Angeles Lakers"
"Aaron McKie",2500000,2007,2006,"LAL","Los Angeles Lakers"
"Andrew Bynum",2030280,2007,2006,"LAL","Los Angeles Lakers"
"Brian Cook",1817141,2007,2006,"LAL","Los Angeles Lakers"
"Shammond Williams",1750000,2007,2006,"LAL","Los Angeles Lakers"
"Maurice Evans",1620000,2007,2006,"LAL","Los Angeles Lakers"
"Luke Walton",1375000,2007,2006,"LAL","Los Angeles Lakers"
"Sasha Vujacic",973920,2007,2006,"LAL","Los Angeles Lakers"
"Jordan Farmar",939120,2007,2006,"LAL","Los Angeles Lakers"
"Smush Parker",798112,2007,2006,"LAL","Los Angeles Lakers"
"Ronny Turiaf",664209,2007,2006,"LAL","Los Angeles Lakers"
"Kobe Bryant",19490625,2008,2007,"LAL","Los Angeles Lakers"
"Pau Gasol",13735000,2008,2007,"LAL","Los Angeles Lakers"
"Lamar Odom",13248596,2008,2007,"LAL","Los Angeles Lakers"
"Vladimir Radmanovic",5632200,2008,2007,"LAL","Los Angeles Lakers"
"Derek Fisher",4350000,2008,2007,"LAL","Los Angeles Lakers"
"Luke Walton",4000000,2008,2007,"LAL","Los Angeles Lakers"
"Trevor Ariza",3100000,2008,2007,"LAL","Los Angeles Lakers"
"Chris Mihm",2500000,2008,2007,"LAL","Los Angeles Lakers"
"Andrew Bynum",2172000,2008,2007,"LAL","Los Angeles Lakers"
"Sasha Vujacic",1756951,2008,2007,"LAL","Los Angeles Lakers"
"Jordan Farmar",1009560,2008,2007,"LAL","Los Angeles Lakers"
"Ronny Turiaf",770610,2008,2007,"LAL","Los Angeles Lakers"
"Didier Ilunga-Mbenga",434091,2008,2007,"LAL","Los Angeles Lakers"
"Coby Karl",427163,2008,2007,"LAL","Los Angeles Lakers"
"Kobe Bryant",21262500,2009,2008,"LAL","Los Angeles Lakers"
"Pau Gasol",15106000,2009,2008,"LAL","Los Angeles Lakers"
"Lamar Odom",14148596,2009,2008,"LAL","Los Angeles Lakers"
"Derek Fisher",4700000,2009,2008,"LAL","Los Angeles Lakers"
"Sasha Vujacic",4524887,2009,2008,"LAL","Los Angeles Lakers"
"Luke Walton",4420000,2009,2008,"LAL","Los Angeles Lakers"
"Adam Morrison",4159200,2009,2008,"LAL","Los Angeles Lakers"
"Trevor Ariza",3100000,2009,2008,"LAL","Los Angeles Lakers"
"Andrew Bynum",2769300,2009,2008,"LAL","Los Angeles Lakers"
"Jordan Farmar",1080000,2009,2008,"LAL","Los Angeles Lakers"
"Didier Ilunga-Mbenga",880658,2009,2008,"LAL","Los Angeles Lakers"
"Josh Powell",854957,2009,2008,"LAL","Los Angeles Lakers"
"Shannon Brown",797581,2009,2008,"LAL","Los Angeles Lakers"
"Sun Yue",442114,2009,2008,"LAL","Los Angeles Lakers"
"Kobe Bryant",23034375,2010,2009,"LAL","Los Angeles Lakers"
"Pau Gasol",16452000,2010,2009,"LAL","Los Angeles Lakers"
"Andrew Bynum",12526998,2010,2009,"LAL","Los Angeles Lakers"
"Lamar Odom",7500000,2010,2009,"LAL","Los Angeles Lakers"
"Metta World Peace",5854000,2010,2009,"LAL","Los Angeles Lakers"
"Adam Morrison",5257229,2010,2009,"LAL","Los Angeles Lakers"
"Derek Fisher",5048000,2010,2009,"LAL","Los Angeles Lakers"
"Sasha Vujacic",5000000,2010,2009,"LAL","Los Angeles Lakers"
"Luke Walton",4840000,2010,2009,"LAL","Los Angeles Lakers"
"Shannon Brown",2000000,2010,2009,"LAL","Los Angeles Lakers"
"Jordan Farmar",1947240,2010,2009,"LAL","Los Angeles Lakers"
"Didier Ilunga-Mbenga",959111,2010,2009,"LAL","Los Angeles Lakers"
"Josh Powell",959111,2010,2009,"LAL","Los Angeles Lakers"
"Kobe Bryant",24806250,2011,2010,"LAL","Los Angeles Lakers"
"Pau Gasol",17823000,2011,2010,"LAL","Los Angeles Lakers"
"Andrew Bynum",13700000,2011,2010,"LAL","Los Angeles Lakers"
"Lamar Odom",8200000,2011,2010,"LAL","Los Angeles Lakers"
"Metta World Peace",6322320,2011,2010,"LAL","Los Angeles Lakers"
"Luke Walton",5260000,2011,2010,"LAL","Los Angeles Lakers"
"Steve Blake",4000000,2011,2010,"LAL","Los Angeles Lakers"
"Derek Fisher",3700000,2011,2010,"LAL","Los Angeles Lakers"
"Shannon Brown",2200000,2011,2010,"LAL","Los Angeles Lakers"
"Matt Barnes",1765000,2011,2010,"LAL","Los Angeles Lakers"
"Theo Ratliff",1352181,2011,2010,"LAL","Los Angeles Lakers"
"Joe Smith",1352181,2011,2010,"LAL","Los Angeles Lakers"
"Derrick Caracter",473604,2011,2010,"LAL","Los Angeles Lakers"
"Devin Ebanks",473604,2011,2010,"LAL","Los Angeles Lakers"
"Kobe Bryant",25244493,2012,2011,"LAL","Los Angeles Lakers"
"Pau Gasol",18714150,2012,2011,"LAL","Los Angeles Lakers"
"Andrew Bynum",14900000,2012,2011,"LAL","Los Angeles Lakers"
"Metta World Peace",6790640,2012,2011,"LAL","Los Angeles Lakers"
"Luke Walton",5680000,2012,2011,"LAL","Los Angeles Lakers"
"Steve Blake",4000000,2012,2011,"LAL","Los Angeles Lakers"
"Derek Fisher",3400000,2012,2011,"LAL","Los Angeles Lakers"
"Josh McRoberts",3000000,2012,2011,"LAL","Los Angeles Lakers"
"Matt Barnes",1906200,2012,2011,"LAL","Los Angeles Lakers"
"Troy Murphy",1352181,2012,2011,"LAL","Los Angeles Lakers"
"Jason Kapono",1223166,2012,2011,"LAL","Los Angeles Lakers"
"Devin Ebanks",762195,2012,2011,"LAL","Los Angeles Lakers"
"Andrew Goudelock",473604,2012,2011,"LAL","Los Angeles Lakers"
"Darius Morris",473604,2012,2011,"LAL","Los Angeles Lakers"
"Derrick Caracter",270427,2012,2011,"LAL","Los Angeles Lakers"
"Gerald Green",73818,2012,2011,"LAL","Los Angeles Lakers"
"Kobe Bryant",27849149,2013,2012,"LAL","Los Angeles Lakers"
"Dwight Howard",19536360,2013,2012,"LAL","Los Angeles Lakers"
"Pau Gasol",19000000,2013,2012,"LAL","Los Angeles Lakers"
"Steve Nash",8900000,2013,2012,"LAL","Los Angeles Lakers"
"Metta World Peace",7258960,2013,2012,"LAL","Los Angeles Lakers"
"Steve Blake",4000000,2013,2012,"LAL","Los Angeles Lakers"
"Jordan Hill",3632527,2013,2012,"LAL","Los Angeles Lakers"
"Chris Duhon",3500000,2013,2012,"LAL","Los Angeles Lakers"
"Jodie Meeks",1500000,2013,2012,"LAL","Los Angeles Lakers"
"Antawn Jamison",1352181,2013,2012,"LAL","Los Angeles Lakers"
"Earl Clark",1240000,2013,2012,"LAL","Los Angeles Lakers"
"Devin Ebanks",1054389,2013,2012,"LAL","Los Angeles Lakers"
"Darius Morris",962195,2013,2012,"LAL","Los Angeles Lakers"
"Robert Sacre",473604,2013,2012,"LAL","Los Angeles Lakers"
"Darius Johnson-Odom",192228,2013,2012,"LAL","Los Angeles Lakers"
"Kobe Bryant",30453805,2014,2013,"LAL","Los Angeles Lakers"
"Pau Gasol",19285850,2014,2013,"LAL","Los Angeles Lakers"
"Steve Nash",9300500,2014,2013,"LAL","Los Angeles Lakers"
"Steve Blake",4000000,2014,2013,"LAL","Los Angeles Lakers"
"Jordan Hill",3563600,2014,2013,"LAL","Los Angeles Lakers"
"Chris Kaman",3183000,2014,2013,"LAL","Los Angeles Lakers"
"Jodie Meeks",1550000,2014,2013,"LAL","Los Angeles Lakers"
"Chris Duhon",1500000,2014,2013,"LAL","Los Angeles Lakers"
"Nick Young",1106942,2014,2013,"LAL","Los Angeles Lakers"
"Jordan Farmar",1106941,2014,2013,"LAL","Los Angeles Lakers"
"Wesley Johnson",916099,2014,2013,"LAL","Los Angeles Lakers"
"Robert Sacre",788872,2014,2013,"LAL","Los Angeles Lakers"
"Kobe Bryant",23500000,2015,2014,"LAL","Los Angeles Lakers"
"Steve Nash",9701000,2015,2014,"LAL","Los Angeles Lakers"
"Jordan Hill",9000000,2015,2014,"LAL","Los Angeles Lakers"
"Jeremy Lin",8374646,2015,2014,"LAL","Los Angeles Lakers"
"Nick Young",4994420,2015,2014,"LAL","Los Angeles Lakers"
"Carlos Boozer",3250000,2015,2014,"LAL","Los Angeles Lakers"
"Julius Randle",2997360,2015,2014,"LAL","Los Angeles Lakers"
"Ryan Kelly",1650000,2015,2014,"LAL","Los Angeles Lakers"
"Ronnie Price",1316809,2015,2014,"LAL","Los Angeles Lakers"
"Xavier Henry",1082000,2015,2014,"LAL","Los Angeles Lakers"
"Wayne Ellington",1063384,2015,2014,"LAL","Los Angeles Lakers"
"Wesley Johnson",981084,2015,2014,"LAL","Los Angeles Lakers"
"Ed Davis",981084,2015,2014,"LAL","Los Angeles Lakers"
"Robert Sacre",915243,2015,2014,"LAL","Los Angeles Lakers"
"Jordan Clarkson",507336,2015,2014,"LAL","Los Angeles Lakers"
"Tarik Black",507336,2015,2014,"LAL","Los Angeles Lakers"
"Dwight Buycks",48028,2015,2014,"LAL","Los Angeles Lakers"
"Jabari Brown",44765,2015,2014,"LAL","Los Angeles Lakers"
"Kobe Bryant",25000000,2016,2015,"LAL","Los Angeles Lakers"
"Roy Hibbert",15500000,2016,2015,"LAL","Los Angeles Lakers"
"Lou Williams",7000000,2016,2015,"LAL","Los Angeles Lakers"
"Nick Young",5219169,2016,2015,"LAL","Los Angeles Lakers"
"D\'Angelo Russell",5103120,2016,2015,"LAL","Los Angeles Lakers"
"Julius Randle",3132240,2016,2015,"LAL","Los Angeles Lakers"
"Brandon Bass",3000000,2016,2015,"LAL","Los Angeles Lakers"
"Ryan Kelly",1724250,2016,2015,"LAL","Los Angeles Lakers"
"Metta World Peace",1499187,2016,2015,"LAL","Los Angeles Lakers"
"Larry Nance Jr.",1155600,2016,2015,"LAL","Los Angeles Lakers"
"Robert Sacre",981348,2016,2015,"LAL","Los Angeles Lakers"
"Jordan Clarkson",845059,2016,2015,"LAL","Los Angeles Lakers"
"Tarik Black",845059,2016,2015,"LAL","Los Angeles Lakers"
"Anthony Brown",700000,2016,2015,"LAL","Los Angeles Lakers"
"Marcelo Huertas",525093,2016,2015,"LAL","Los Angeles Lakers"
"Jonathan Holmes",100000,2016,2015,"LAL","Los Angeles Lakers"
"Michael Frazier",50000,2016,2015,"LAL","Los Angeles Lakers"
"Robert Upshaw",35000,2016,2015,"LAL","Los Angeles Lakers"
"Luol Deng",18000000,2017,2016,"LAL","Los Angeles Lakers"
"Timofey Mozgov",16000000,2017,2016,"LAL","Los Angeles Lakers"
"Jordan Clarkson",12500000,2017,2016,"LAL","Los Angeles Lakers"
"Jose Calderon",7708427,2017,2016,"LAL","Los Angeles Lakers"
"Corey Brewer",7600000,2017,2016,"LAL","Los Angeles Lakers"
"Tarik Black",6191000,2017,2016,"LAL","Los Angeles Lakers"
"Nick Young",5443918,2017,2016,"LAL","Los Angeles Lakers"
"D\'Angelo Russell",5332800,2017,2016,"LAL","Los Angeles Lakers"
"Brandon Ingram",5281680,2017,2016,"LAL","Los Angeles Lakers"
"Julius Randle",3267120,2017,2016,"LAL","Los Angeles Lakers"
"Tyler Ennis",1733880,2017,2016,"LAL","Los Angeles Lakers"
"Metta World Peace",1551659,2017,2016,"LAL","Los Angeles Lakers"
"Larry Nance Jr.",1207680,2017,2016,"LAL","Los Angeles Lakers"
"Thomas Robinson",1050961,2017,2016,"LAL","Los Angeles Lakers"
"Ivica Zubac",1034956,2017,2016,"LAL","Los Angeles Lakers"
"Anthony Brown",874636,2017,2016,"LAL","Los Angeles Lakers"
"Yi Jianlian",250000,2017,2016,"LAL","Los Angeles Lakers"
"David Nwaba",137466,2017,2016,"LAL","Los Angeles Lakers"
"Zach Auguste",60000,2017,2016,"LAL","Los Angeles Lakers"
"Brook Lopez",22642350,2018,2017,"LAL","Los Angeles Lakers"
"Kentavious Caldwell-Pope",17745894,2018,2017,"LAL","Los Angeles Lakers"
"Luol Deng",17190000,2018,2017,"LAL","Los Angeles Lakers"
"Jordan Clarkson",11562500,2018,2017,"LAL","Los Angeles Lakers"
"Corey Brewer",7579366,2018,2017,"LAL","Los Angeles Lakers"
"Lonzo Ball",6286560,2018,2017,"LAL","Los Angeles Lakers"
"Brandon Ingram",5519400,2018,2017,"LAL","Los Angeles Lakers"
"Julius Randle",4149242,2018,2017,"LAL","Los Angeles Lakers"
"Andrew Bogut",2328652,2018,2017,"LAL","Los Angeles Lakers"
"Tyler Ennis",1524305,2018,2017,"LAL","Los Angeles Lakers"
"Larry Nance",1471382,2018,2017,"LAL","Los Angeles Lakers"
"Kyle Kuzma",1423560,2018,2017,"LAL","Los Angeles Lakers"
"Josh Hart",1394520,2018,2017,"LAL","Los Angeles Lakers"
"Ivica Zubac",1312611,2018,2017,"LAL","Los Angeles Lakers"
"Stephen Zimmerman",1312611,2018,2017,"LAL","Los Angeles Lakers"
"Thomas Bryant",815615,2018,2017,"LAL","Los Angeles Lakers"
"Vander Blue",50000,2018,2017,"LAL","Los Angeles Lakers"
"V.J. Beachem",50000,2018,2017,"LAL","Los Angeles Lakers"
"Briante Weber",50000,2018,2017,"LAL","Los Angeles Lakers"
"Gerald Wilkins",2478000,1996,1995,"MEM","Memphis Grizzlies"
"Eric Murdock",2000000,1996,1995,"MEM","Memphis Grizzlies"
"Blue Edwards",1900000,1996,1995,"MEM","Memphis Grizzlies"
"Greg Anthony",1673000,1996,1995,"MEM","Memphis Grizzlies"
"Byron Scott",1650000,1996,1995,"MEM","Memphis Grizzlies"
"Bryant Reeves",1474000,1996,1995,"MEM","Memphis Grizzlies"
"Kenny Gattison",1450000,1996,1995,"MEM","Memphis Grizzlies"
"Eric Mobley",1328000,1996,1995,"MEM","Memphis Grizzlies"
"Doug Edwards",1040000,1996,1995,"MEM","Memphis Grizzlies"
"Anthony Avent",950000,1996,1995,"MEM","Memphis Grizzlies"
"Darrick Martin",425000,1996,1995,"MEM","Memphis Grizzlies"
"Antonio Harvey",400000,1996,1995,"MEM","Memphis Grizzlies"
"Lawrence Moten",280000,1996,1995,"MEM","Memphis Grizzlies"
"Ashraf Amaya",225000,1996,1995,"MEM","Memphis Grizzlies"
"Chris King",225000,1996,1995,"MEM","Memphis Grizzlies"
"Shareef Abdur-Rahim",2186000,1997,1996,"MEM","Memphis Grizzlies"
"Blue Edwards",2100000,1997,1996,"MEM","Memphis Grizzlies"
"George Lynch",2090000,1997,1996,"MEM","Memphis Grizzlies"
"Greg Anthony",1875000,1997,1996,"MEM","Memphis Grizzlies"
"Bryant Reeves",1695000,1997,1996,"MEM","Memphis Grizzlies"
"Anthony Peeler",1540000,1997,1996,"MEM","Memphis Grizzlies"
"Lee Mayberry",1100000,1997,1996,"MEM","Memphis Grizzlies"
"Eric Mobley",992000,1997,1996,"MEM","Memphis Grizzlies"
"Pete Chilcutt",700000,1997,1996,"MEM","Memphis Grizzlies"
"Roy Rogers",664000,1997,1996,"MEM","Memphis Grizzlies"
"Lawrence Moten",321000,1997,1996,"MEM","Memphis Grizzlies"
"Doug Edwards",247500,1997,1996,"MEM","Memphis Grizzlies"
"Rich Manning",247500,1997,1996,"MEM","Memphis Grizzlies"
"Chris Robinson",220000,1997,1996,"MEM","Memphis Grizzlies"
"Otis Thorpe",5700000,1998,1997,"MEM","Memphis Grizzlies"
"Blue Edwards",2300000,1998,1997,"MEM","Memphis Grizzlies"
"Antonio Daniels",2149920,1998,1997,"MEM","Memphis Grizzlies"
"George Lynch",2115000,1998,1997,"MEM","Memphis Grizzlies"
"Anthony Peeler",2012500,1998,1997,"MEM","Memphis Grizzlies"
"Bryant Reeves",1915680,1998,1997,"MEM","Memphis Grizzlies"
"Doug Edwards",1430000,1998,1997,"MEM","Memphis Grizzlies"
"Lee Mayberry",1320000,1998,1997,"MEM","Memphis Grizzlies"
"Eric Mobley",1178000,1998,1997,"MEM","Memphis Grizzlies"
"Tony Massenburg",750000,1998,1997,"MEM","Memphis Grizzlies"
"Pete Chilcutt",700000,1998,1997,"MEM","Memphis Grizzlies"
"Marcus Brown",500000,1998,1997,"MEM","Memphis Grizzlies"
"Sam Mack",455000,1998,1997,"MEM","Memphis Grizzlies"
"Chris Robinson",325000,1998,1997,"MEM","Memphis Grizzlies"
"Ivano Newbill",272250,1998,1997,"MEM","Memphis Grizzlies"
"Bryant Reeves",7222000,1999,1998,"MEM","Memphis Grizzlies"
"Bobby Hurley",4030000,1999,1998,"MEM","Memphis Grizzlies"
"Doug West",2915000,1999,1998,"MEM","Memphis Grizzlies"
"Mike Bibby",2400000,1999,1998,"MEM","Memphis Grizzlies"
"Michael Smith",2180000,1999,1998,"MEM","Memphis Grizzlies"
"Carl Herrera",2080000,1999,1998,"MEM","Memphis Grizzlies"
"Cherokee Parks",2000000,1999,1998,"MEM","Memphis Grizzlies"
"Doug Edwards",1625000,1999,1998,"MEM","Memphis Grizzlies"
"Lee Mayberry",1540000,1999,1998,"MEM","Memphis Grizzlies"
"Tony Massenburg",900000,1999,1998,"MEM","Memphis Grizzlies"
"Pete Chilcutt",700000,1999,1998,"MEM","Memphis Grizzlies"
"Rodrick Rhodes",639300,1999,1998,"MEM","Memphis Grizzlies"
"Felipe Lopez",600000,1999,1998,"MEM","Memphis Grizzlies"
"Terry Dehere",537500,1999,1998,"MEM","Memphis Grizzlies"
"Marcus Brown",500000,1999,1998,"MEM","Memphis Grizzlies"
"DeJuan Wheat",350000,1999,1998,"MEM","Memphis Grizzlies"
"J.R. Henderson",287500,1999,1998,"MEM","Memphis Grizzlies"
"Makhtar N\'Diaye",287500,1999,1998,"MEM","Memphis Grizzlies"
"Shareef Abdur-Rahim",9000000,2000,1999,"MEM","Memphis Grizzlies"
"Bryant Reeves",8666666,2000,1999,"MEM","Memphis Grizzlies"
"Doug West",3295000,2000,1999,"MEM","Memphis Grizzlies"
"Mike Bibby",3092400,2000,1999,"MEM","Memphis Grizzlies"
"Brent Price",2944000,2000,1999,"MEM","Memphis Grizzlies"
"Othella Harrington",2025000,2000,1999,"MEM","Memphis Grizzlies"
"Grant Long",2000000,2000,1999,"MEM","Memphis Grizzlies"
"Cherokee Parks",1925000,2000,1999,"MEM","Memphis Grizzlies"
"Michael Dickerson",1224960,2000,1999,"MEM","Memphis Grizzlies"
"Dennis Scott",1100000,2000,1999,"MEM","Memphis Grizzlies"
"Antoine Carr",1000000,2000,1999,"MEM","Memphis Grizzlies"
"DeJuan Wheat",460000,2000,1999,"MEM","Memphis Grizzlies"
"Obinna Ekezie",301875,2000,1999,"MEM","Memphis Grizzlies"
"Milt Palacio",301875,2000,1999,"MEM","Memphis Grizzlies"
"Joe Stephens",88441,2000,1999,"MEM","Memphis Grizzlies"
"Robert Werdann",7471,2000,1999,"MEM","Memphis Grizzlies"
"Shareef Abdur-Rahim",10130000,2001,2000,"MEM","Memphis Grizzlies"
"Bryant Reeves",10110000,2001,2000,"MEM","Memphis Grizzlies"
"Isaac Austin",5500000,2001,2000,"MEM","Memphis Grizzlies"
"Doug West",3680000,2001,2000,"MEM","Memphis Grizzlies"
"Mike Bibby",3308160,2001,2000,"MEM","Memphis Grizzlies"
"Stromile Swift",3164280,2001,2000,"MEM","Memphis Grizzlies"
"Brent Price",2880000,2001,2000,"MEM","Memphis Grizzlies"
"Othella Harrington",2250000,2001,2000,"MEM","Memphis Grizzlies"
"Grant Long",2200000,2001,2000,"MEM","Memphis Grizzlies"
"Tony Massenburg",1360000,2001,2000,"MEM","Memphis Grizzlies"
"Michael Dickerson",1310400,2001,2000,"MEM","Memphis Grizzlies"
